;ID;Date;Author;Comment;Quoted Author;Quoted Comment
;456;28.02.2016;DeeDee Denise;True and great post!!!!!!;Sharpeyed Watcher;And america can Henry? You are definitely not watching the same movie that I am if you think the US is a successful example of world leadership. Every single thing they touch turns to sh!t. And another thing Henry what is it that makes you think that the world needs to be lead by any country at all. It is probably just that that has Forked the world up the way it is today. We certainly are not safer now than we were before America started it bogus war on terrorism and decided to overthrow seven countries in five years. Putin was the only thing that prevented that from happening and I applaud him for it. He is currently the only major leader in the world doing to America what needs to be done. more...
;457;28.02.2016;DeeDee Denise;Don't blame it all on Black and Hispanic people....whites vote too and it's whites that's running the corrupt system in Amurica!;;
;458;28.02.2016;YuriVIvanovich;Out of all the Democrats in the US, only this women was chosen to be their next leader.  Something is wrong here.;;
;459;28.02.2016;99thDimension;Please lord let Clinton be the one who has to face The Donald oh and please lord make it a cage match.;;
;460;28.02.2016;DeeDee Denise;"The Amuricans are the most brainwashed population in the world for an industrial ""supposedly, first world nation."" They are literally clueless....!";Ben Dere;How in the world can so many be so ill informed or just ignorant of the world. Seriously they voted for an outright criminal, a known criminal of treasonous crimes more...
;461;28.02.2016;Anuva;The corruption in washington will ultimately drive the proven war criminal to the presidency. There's really nothing much that can be done democratically.... Even the Carter Foundation have stated that the US has no functioning democracy. All that is going on now is more soap opera, an exercise to engage the population and convince everybody that the voters made the nominations in a hard fought, close call.;;
;462;28.02.2016;Nick Durrer;She makes the same promises like she did some years ago and was not able to deliver. Instead she focussed on wars. She is a believer into the power of slogans and whatever she will do she does in her own name, instead of the name of the American people. And by being a Israel oriented Yes-person, she will not hesitate to sell out America.;;
;463;28.02.2016;DeeDee Denise;If Amurica votes Clinton into office, they deserve everything coming to them!;;
;464;28.02.2016;DeeDee Denise;What about the whites who voted for the h-0-m-0? He wouldn't have gotten in office without it! Do you know the state of the US now? There are just as many whites on welfare and disability as anyone else! No president can get in office just by the Black vote and currently, there are more Hispanics!;tbw1614;N-ggers.Voting for a homos'xual war criminal and a wall street wh're who promises them more welfare.That's why you will always be dumb n'ggers. more...
;465;28.02.2016;Nenad;At least 30% of Bernie supporters will vote for Trump against Hillary. Either way it is the end of US. Thank you and good bye miss american pie :)));;
;466;28.02.2016;Harrison Deckard;:);;
;467;28.02.2016;tbw1614;N-ggers.Voting for a homos'xual war criminal and a wall street wh're who promises them more welfare.That's why you will always be dumb n'ggers.;;
;468;28.02.2016;Harrison Deckard;"Again, another guilt-by-association fallacy. If you think Hillary will hurt domestic economy or foreign trade, or might tally measurable casualties due to ill-informed combat decisions, then say so. I'm almost to the point of calling some of your rhetoric ""Trump-isms.""";Sharpeyed Watcher;You are right. If you want to rob a bank team up with a bank robber. If you want someone dead hire an assassin. more...
;469;28.02.2016;K9Intl;So Hillary is under investigation by the FBI on her e-mails...they found secret ones which are felony’s each one and they found hundreds of Classified ones those are misdemeanors.....Why has a warrant not been issued and she arrested...they can finish the rest of the e-mails she wanted to hide while she goes through the justice department system.....The second investigation by the FBI is into her and bill and Chelsea’s Slush/Foundation Fund.....she is running for president why are we allowing it...and are they waiting to see if she is getting elected then sweep the felony’s under the rug...???? if so we need someone to somehow to clean up the FBI from top to bottom...what is this...??? other wise this then Nixon again... and put these criminals away in prison or at least arrest them or indict them Please if you are even a little bit American.......Thank You.......I’m not Demo or Repub. but this is crazy to have her already chosen as our president........and Why has our FBI not issued the charges if it was you or me we would be in Jail....;;
;470;28.02.2016;Harrison Deckard;No idea who Tracey is. And it seems your a Brit? I might be wrong, but from your answers you  don't sound like you're American. Why is our election so important to you?;;
;471;28.02.2016;Ben Dere;How in the world can so many be so ill informed or just ignorant of the world. Seriously they voted for an outright criminal, a known criminal of treasonous crimes;;
;472;28.02.2016;Sharpeyed Watcher;You are right. If you want to rob a bank team up with a bank robber. If you want someone dead hire an assassin.;Harrison Deckard;And there are those of us that do understand the policies, the qualifications, and the political machinery these candidates will be up against. Frankly, Hillary has been in the White House and has tried to enact policy against the machine while First Lady. Bernie has experience to, but less so with foreign policy. If it comes down to issues, foreign policy, and puppetry, who do you think has had the most experience with it? more...
;473;28.02.2016;Harrison Deckard;Oh ye anonymous one, your off-point personal attacks would be funny--laughable even--if they weren't just so desperate. Have you anything to add to the conversation other than opinions of persons who are making a point?;;
;474;28.02.2016;Sharpeyed Watcher;I think Harrison is the type of person that they say gun control is supposed to protect you from.;;
;475;28.02.2016;Sharpeyed Watcher;And america can Henry? You are definitely not watching the same movie that I am if you think the US is a successful example of world leadership. Every single thing they touch turns to sh!t. And another thing Henry what is it that makes you think that the world needs to be lead by any country at all. It is probably just that that has Forked the world up the way it is today. We certainly are not safer now than we were before America started it bogus war on terrorism and decided to overthrow seven countries in five years. Putin was the only thing that prevented that from happening and I applaud him for it. He is currently the only major leader in the world doing to America what needs to be done.;;
;476;28.02.2016;Donna Lynch;"good point.   However, the Canadian system doesn't come without fault.  Its is extremely expensive - due to the Health of Canadians, but mostly due to mismanagement; management that is near impossible to change due to corruption.";Harrison Deckard;Please send someone to us that can reform our health care! Actually, now that I think of it, Bernie has suggested something along the lines of free health care for all, akin to the Canadian or British system. more...
;477;28.02.2016;Harry Fischer;God, ( don't know who else to address)help us.  Are you Americans that brainwashed? Guess you want war.  Russia will whoop you or humanity will end. Light peace and much love;;
;478;28.02.2016;Harrison Deckard;Please send someone to us that can reform our health care! Actually, now that I think of it, Bernie has suggested something along the lines of free health care for all, akin to the Canadian or British system.;Donna Lynch;"I am Canadian... hence the error in ""State Secretary""... my apology for that.  We in Canada are quite anxious about your presidential election. more..."
;479;28.02.2016;Harrison Deckard;Who is Casey Wegner? And what has he done that makes him those things?;;
;480;28.02.2016;Harrison Deckard;Sociopath...delusional...such clinical terms from people who are very unqualified to diagnose, let alone judge. Your attempt at inflaming me notwithstanding, your response makes very little sense. Their history with America hasn't been very kind, even after the Civil Rights movement. So I think that my statement is fair, if not accurate.;Sharpeyed Watcher;To be fair Harrison you are delusional. Oh, and by the way it wasn't history that was not kind to them. Stop mincing words. more...
;481;28.02.2016;Carl Travis;watch?v=TXypM__frpIA former Marine Sgt questions Bill Clinton about Benghazi and gets told to shut up.;;
;482;28.02.2016;Donna Lynch;"I am Canadian... hence the error in ""State Secretary""... my apology for that.  We in Canada are quite anxious about your presidential election.";;
;483;28.02.2016;Sharpeyed Watcher;To be fair Harrison you are delusional. Oh, and by the way it wasn't history that was not kind to them. Stop mincing words.;Harrison Deckard;To be fair, history hasn't been very kind to them either. Perhaps they see in her someone who can make it right for them? more...
;484;28.02.2016;Harrison Deckard;Did your state already hold its primary?;;
;485;28.02.2016;Carl Travis;12newsnow.com/category/177961/video?clipId=12154004&autostart=tShe is bought and paid for.;;
;486;28.02.2016;Harrison Deckard;I highly doubt anyone could carry a serious mental illness and run a successful campaign for presidency. I know your remarks are only meant to inflame, and if that's the kind of voter that is indicative of a Sanders supporter, then well, God help us.;;
;487;28.02.2016;Donna Lynch;I don't need a degree to know right from wrong.;Harrison Deckard;Well, we can agree that neither of us is a medical doctor and cannot clinically diagnose any candidates with a mental disorder. more...
;488;28.02.2016;Sharpeyed Watcher;I agree with you Donald might do it but on the other hand Hillary will do it. That is the real choice you have to make. It really doesn't signify anyway because you electoral system is corrupt and you will get the result the wall street bankers want whether you like it or not. You can choose a leftist criminal or a rightest criminal both funded by the same corporations either way it's the same outcome, they get what they want and you can sh!t up a stick for all they care.;John Connaughton;Wrong, both of you! However, the larger problem right now is when you consider the alternative. Which is Donald Trump. There is no way to tell what that spoiled brat will do when somebody finally tells him 'no,' and he is armed with all the weapons of the USA. Like her or not, the devil you know may well be better than the one you don't. more...
;489;28.02.2016;Harrison Deckard;Well, we can agree that neither of us is a medical doctor and cannot clinically diagnose any candidates with a mental disorder.;;
;490;28.02.2016;Harrison Deckard;Well, we can agree that neither of us is a medical doctor and cannot clinically diagnose any candidates with a mental disorder.;;
;491;28.02.2016;Harrison Deckard;Well, we can agree that neither of us is a medical doctor and cannot clinically diagnose any candidates with a mental disorder.;;
;492;28.02.2016;John Connaughton;And what is your word for Donald Trump? He frightens ME.;;
;493;28.02.2016;Donna Lynch;laughed at the death of another human being.;;
;494;28.02.2016;Harrison Deckard;You keep saying sociopath. What has she done that was sociopathic?;;
;495;28.02.2016;John Connaughton;Wrong, both of you! However, the larger problem right now is when you consider the alternative. Which is Donald Trump. There is no way to tell what that spoiled brat will do when somebody finally tells him 'no,' and he is armed with all the weapons of the USA. Like her or not, the devil you know may well be better than the one you don't.;;
;496;28.02.2016;Sharpeyed Watcher;"The vast majority of the american public think ""foreign policy"" is a country.";;
;497;28.02.2016;Harrison Deckard;To be fair, history hasn't been very kind to them either. Perhaps they see in her someone who can make it right for them?;;
;498;28.02.2016;Donna Saggia;African Americans just gave a war criminal a win;;
;499;28.02.2016;Sharpeyed Watcher;"Don't understate it. She is a ""War Criminal"".";;
;500;28.02.2016;Harrison Deckard;Okay then, remove all of that. What do you think of Hillary as a person, someone who has given her life to public service?;;
;501;28.02.2016;Sharpeyed Watcher;That goes to show that in order to have political victory in america it is obligatory to have a deeply criminal past or you have no chance. The only thing that will stop this homicidal psychopath is the FBI inditing her for what she has done in the past and I don't see that happening.;;
;502;28.02.2016;Henry;And Saudi Arabia arms deal (Yemen) (sharia law) (ISIS).;;
;503;28.02.2016;Harrison Deckard;And it will get her the WIN!;;
;504;28.02.2016;Henry;With all the respect. She will lose nationaly.;;
;505;28.02.2016;Harrison Deckard;Um...huh? A Secretary of State has little to nothing to do with domestic policy.;Donna Lynch;Only a president can do what Sanders wants to do.  On the other hand a State Secretary has ability - what has she done thus far to enable anything she promises today? more...
;506;28.02.2016;Harrison Deckard;The all-important black and Hispanic vote has been heard! Hillary will win.;;
;507;28.02.2016;Henry;Problem is he cant be world leader.;jmarioneaux;Who cares about Clinton I am rocking Putin he is the real leader in the world and not a puppet like all American leaders are. more...
;508;28.02.2016;jmarioneaux;Who cares about Clinton I am rocking Putin he is the real leader in the world and not a puppet like all American leaders are.;;
;509;28.02.2016;Henry;Tell what she did well in froreign policy. We all know the bad stuff she did.;Harrison Deckard;And there are those of us that do understand the policies, the qualifications, and the political machinery these candidates will be up against. Frankly, Hillary has been in the White House and has tried to enact policy against the machine while First Lady. Bernie has experience to, but less so with foreign policy. If it comes down to issues, foreign policy, and puppetry, who do you think has had the most experience with it? more...
;510;28.02.2016;jmarioneaux;Shows you the stupidity in America. Americans are the most dumbest people on earth she is a war hawk.;;
;511;28.02.2016;Donna Lynch;Only a president can do what Sanders wants to do.  On the other hand a State Secretary has  ability - what has she done thus far to enable anything she promises today?;Harrison Deckard;For all the Bernie supporters chiming in, why can't Mr Sanders do everything he claims he wishes to do now? Or why hasn't he done it for our country as a sitting Senator? Why does he need to be president to work towards the things he needs to work for? Sorry, but his pie-in-the-sky claims sound wonderful in a stump speech, but how realistic are they if he hasn't gained any traction in those areas already? more...
;512;28.02.2016;Henry;Keystone pie wasnt needed anymore because they had a diffrent pipe from Canada who wasnt that popular. Arctic drills, Never seen her say it, might be my fault would be a puls for her. She didnt oppose TPP for a long time exept when the majority of the people were against it and even when she openly say it was bad she didnt say NO to it aswell. I got another argument for that shes not but I forgot my source.;Harrison Deckard;"Henry. your guilt-by-association false conclusion that Hillary 'poisoned the good people of Flint, Michigan' is so off base. Aren't there others you aren't including in your widely cast net...?She opposes the Keystone pipeline. She is against arctic drilling. And she opposes the Trans-Pacific Partnership Deal on the grounds it will hurt the economy. She is for measures that would reduce fracking.It has been said that Bernie's outright ban is near-impossible (much like many of his outrageous ""revolutionary"" policies). If it isn't reasonable or achievable, how is it believable? more..."
;513;28.02.2016;Harrison Deckard;And there are those of us that do understand the policies, the qualifications, and the political machinery these candidates will be up against. Frankly, Hillary has been in the White House and has tried to enact policy against the machine while First Lady. Bernie has experience to, but less so with foreign policy. If it comes down to issues, foreign policy, and puppetry, who do you think has had the most experience with it?;;
;514;28.02.2016;Kim Jong Illin;Do you have any fkn clue that all the stuff you listed that she is AGAINST she was FOR just a few years ago and vice versa?;Harrison Deckard;"Henry. your guilt-by-association false conclusion that Hillary 'poisoned the good people of Flint, Michigan' is so off base. Aren't there others you aren't including in your widely cast net...?She opposes the Keystone pipeline. She is against arctic drilling. And she opposes the Trans-Pacific Partnership Deal on the grounds it will hurt the economy. She is for measures that would reduce fracking.It has been said that Bernie's outright ban is near-impossible (much like many of his outrageous ""revolutionary"" policies). If it isn't reasonable or achievable, how is it believable? more..."
;515;28.02.2016;Tom Hobbes;you're proving my point, nasty little girl;;
;516;28.02.2016;Tom Hobbes;Bernie or Donald have to take it away from Killary. For God's sake.;;
;517;28.02.2016;Harrison Deckard;He has guts...but no results. Kind of like you and me, no? We speak out against those things...doesn't get anything done.;;
;518;28.02.2016;Tom Hobbes;precisely why;;
;519;28.02.2016;Tom Hobbes;Nasty little girl much?;;
;520;28.02.2016;Steve Grant;America won't even get an opportunity to vote for Bernie.....;;
;521;28.02.2016;Harrison Deckard;"Henry. your guilt-by-association false conclusion that Hillary 'poisoned the good people of Flint, Michigan' is so off base. Aren't there others you aren't including in your widely cast net...?She opposes the Keystone pipeline. She is against arctic drilling. And she opposes the Trans-Pacific Partnership Deal on the grounds it will hurt the economy. She is for measures that would reduce fracking.It has been said that Bernie's outright ban is near-impossible (much like many of his outrageous ""revolutionary"" policies). If it isn't reasonable or achievable, how is it believable?";;
;522;28.02.2016;Kim Jong Illin;I don't think anyone has ever debated the IQ of that part of the country.;;
;523;28.02.2016;Tom Hobbes;She's gagging to be entrusted with supreme command of US armed forces.No woman can be trusted with men's tools of war.This is where the idealism of gender equality is dangerously wrong.;;
;524;28.02.2016;Kim Jong Illin;I remember a 20 something year old girl at a rally calling John Kerry/Cohen hot when he was running for pres. Either she was paid to say that or grandpa's knee wasn't all she bounced on.;;
;525;28.02.2016;Henry;They need a higher minimum wage so they could get a laptop or a computer.;;
;526;28.02.2016;Bread Canful;SC is full of complete idiots apparently.;;
;527;28.02.2016;Henry;Every politician who speaks out against monsanto is a hero and has a bounty on there head like JFK. Sadly there are not alot of people who have the guts to do that.;;
;528;28.02.2016;King Cliff;A bunch of un educated black voter's,Clinton is one tof the reason why black and Hispanic are in  situations there's in as far being crowded in jail and I massive poverty rates...In the 60s was working to stop the civil right movement and yet sanders was trying to enforce the civil rights movement....Dumbs American with no Commons sense bit seek Prada or Louis.;;
;529;28.02.2016;Henry;You need someone there as president who tells the truth. Mistakes are not that bad, but they are when you are the spokesperson of the country with the most expensive military in the world. We dont want another failer like Iraq do we.;Harrison Deckard;I SO wish we could be like Europe...Canada, even, in respect to healthcare and environmental issues. But America is politics-driven, and you have to be a player to get anything done, despite best intentions. Executive privilege only gets one so far, and that's what Obama is attempting to wield in the fading months of his last term--and look at all the negative press it's getting him. Bernie is suggesting (implying?) the same in his FIRST term...aint gonna happen. more...
;530;28.02.2016;Harrison Deckard;And Bernie, our well-intentioned yet painfully misguided septuagenarian, isn't lying when he says he can achieve all the things he claims? Why hasn't he done so already?;;
;531;28.02.2016;Harry Fischer;Sadly, if this bizarre, manipulated, evil being has power.  Our planet will stop supporting life.  I cry not for me as I have had a full life. But for the future generations that will have to live under the boot of tyranny.  If this vile evil being has power.  Then my wish is for humanity to end.;;
;532;28.02.2016;Harrison Deckard;I SO wish we could be like Europe...Canada, even, in respect to healthcare and environmental issues. But America is politics-driven, and you have to be a player to get anything done, despite best intentions. Executive privilege only gets one so far, and that's what Obama is attempting to wield in the fading months of his last term--and look at all the negative press it's getting him. Bernie is suggesting (implying?) the same in his FIRST term...aint gonna happen.;;
;533;28.02.2016;Henry;Thanks man :D;Connie Repopoulos;There is one speech already leaked out. A Counter punch Journalist published it yesterday check it out on on website Counterpunch.org more...
;534;28.02.2016;Henry;I hope Green party wins. Sadly not gonna happen.;;
;535;28.02.2016;Connie Repopoulos;There is one speech already leaked out. A Counter punch Journalist published it yesterday check it out on on website Counterpunch.org;Henry;There not comming out. After Bernie Sanders releashed his. She wanted to see those of obama and the Republicans first bevor she will maybe show hers. more...
;536;28.02.2016;Henry;She supported the stuff (fracking) that caused the poisoning of the water. How is that ever the same as Bernie.;Harrison Deckard;Both Bernie and HIllary are upset with how Gov. Rick Snyder has handled Flint Michigan. I'm sorry to say, they're both on the same side with this one... more...
;537;28.02.2016;Harrison Deckard;Both Bernie and HIllary are upset with how Gov. Rick Snyder has handled Flint Michigan. I'm sorry to say, they're both on the same side with this one...;;
;538;28.02.2016;Henry;And told leaghing about how she defended a man who raped a woman as a lawyer.;Donna Lynch;"how can anyone support a woman who laughs at the death of another?  How and why?  Any woman who is voting for Hilary simply because Hilary is a woman has, in my opinion, made it more difficult for any woman to be elected for presidency in the future; based merely on the fact that this human laughs at the death of another. more..."
;539;28.02.2016;Henry;Were I live in Europe. My country allready has everything he proposes.;Harrison Deckard;For all the Bernie supporters chiming in, why can't Mr Sanders do everything he claims he wishes to do now? Or why hasn't he done it for our country as a sitting Senator? Why does he need to be president to work towards the things he needs to work for? Sorry, but his pie-in-the-sky claims sound wonderful in a stump speech, but how realistic are they if he hasn't gained any traction in those areas already? more...
;540;28.02.2016;Donna Lynch;"how can anyone support a woman who laughs at the death of another?  How and why?  Any woman who is voting for Hilary simply because Hilary is a woman has, in my opinion, made it more difficult for any woman to be elected for presidency in the future; based merely on the fact that this human laughs at the death of another.";;
;541;28.02.2016;Harrison Deckard;Please, inform me.;;
;542;28.02.2016;Henry;There not comming out. After Bernie Sanders releashed his. She wanted to see those of obama and the Republicans first bevor she will maybe show hers.;Connie Repopoulos;Wait till the Goldman Sachs speech is published its going to be downhill for Hilary, what she said in that speech utterly disgusting especially about black people and poor Americans it was actually scary what she has in store for people of America and Nations all around the world if she becomes the next president. more...
;543;28.02.2016;Ogden Lafaye;Yes South Carolina saw black voters voting against themselves and for oppression of the worst sort.  Hillary will cause them exquisite pain with great glee.;moch D;blacks voting against their best interests, sighamerica dserves what it's about to get, another war criminal president...this time the world won't be quiet for 8 years. more...
;544;28.02.2016;Harrison Deckard;For all the Bernie supporters chiming in, why can't Mr Sanders do everything he claims he wishes to do now? Or why hasn't he done it for our country as a sitting Senator? Why does he need to be president to work towards the things he needs to work for? Sorry, but his pie-in-the-sky claims sound wonderful in a stump speech, but how realistic are they if he hasn't gained any traction in those areas already?;;
;545;28.02.2016;Connie Repopoulos;Wait till the Goldman Sachs speech is published its going to be downhill for Hilary, what she said in that speech utterly disgusting especially about black people and poor Americans it was actually scary what she has in store for people of America and Nations all around the world if she becomes the next president.;;
;546;28.02.2016;Ogden Lafaye;You have not been fully informed.;Harrison Deckard;An US-engineered alternative to our oil/fuel reliance of the Mideast? Are you serious? I'm for it--as long as safety and environmental concerns are addressed. Frankly, are you *for* a renewed reliance on foreign oil? more...
;547;28.02.2016;Henry;Poisond water. Flint. Fracking. I should not have to say more.;;
;548;28.02.2016;Andriana Vina;This woman has s u c k e d more d i c k s than any p o r n star.;;
;549;28.02.2016;Harrison Deckard;Henry, this line of questioning will fail. Present your case of be quiet.;;
;550;28.02.2016;Henry;Do you know Flint Michigan? Or anything about fracking?;Harrison Deckard;An US-engineered alternative to our oil/fuel reliance of the Mideast? Are you serious? I'm for it--as long as safety and environmental concerns are addressed. Frankly, are you *for* a renewed reliance on foreign oil? more...
;551;28.02.2016;Rocky Racoon;what standards?;Harrison Deckard;An US-engineered alternative to our oil/fuel reliance of the Mideast? Are you serious? I'm for it--as long as safety and environmental concerns are addressed. Frankly, are you *for* a renewed reliance on foreign oil? more...
;552;28.02.2016;Harrison Deckard;An US-engineered alternative to our oil/fuel reliance of the Mideast? Are you serious? I'm for it--as long as safety and environmental concerns are addressed. Frankly, are you *for* a renewed reliance on foreign oil?;;
;553;28.02.2016;moch D;blacks voting against their best interests, sighamerica dserves what it's about to get, another war criminal president...this time the world won't be quiet for 8 years.;;
;554;28.02.2016;Fukmai Naim;"“I don’t think Bernie has a shot in a national election, and this election is too important,” Alicia Newman told AP. “With all the debates, I think Bernie has helped prepare Hillary for November.”what an ignorant piece of trash. i am not racist; but really black friends?how utterly stupid.....";;
;555;28.02.2016;Henry;I highly doubt Trump and Putin will go well toghether. But thats just my opinion.;Pat Kelly;Sad times, bothHilary and Bernie Saunders are ardent Israel and military supporters though Sanders has a good socialist line. I hate to have to say this, but my preference for President would be Donald Trump (best of a sad bunch). Though an out and out racist, he agrees with the Russian position in the ME, is an admirer of Mr. Putin, and does not need zionist money for his campaign for President more...
;556;28.02.2016;Harrison Deckard;"""the final demise of our country""Okay, I don't even really need to respond after that.";;
;557;28.02.2016;Henry;How can you support someone who supports fracking?;;
;558;28.02.2016;Pat Kelly;Sad times, bothHilary and Bernie Saunders are ardent Israel and military supporters though Sanders has a good socialist line. I hate to have to say this, but my preference for President would be Donald Trump (best of a sad bunch). Though an out and out racist, he agrees with the Russian position in the ME, is an admirer of Mr. Putin, and does not need zionist money for his campaign for President;;
;559;28.02.2016;Henry;I dont get why people think Hil lary is better nationaly. All the polls against GOP says bernie wins against them and Hillary loses. (exept Trump but that will chance and still Bernie wins better against him).;;
;560;28.02.2016;Harrison Deckard;Amazing amount of Bernie supporters commenting on a Hillary story. Sour grapes?;;
;561;28.02.2016;Henry;I like your sarcasm.;Harrison Deckard;Another historic election for our country, the first female president. And isn't it about time? And who, frankly, better qualified? The South will vote with their hearts, the north with their minds...and everyone stands to benefit. A win for Hillary is a win for the United States...and the world. more...
https://www.rt.com/usa/333829-south-carolina-democratic-primary/;;;;;;
;562;28.02.2016;ComfyShortz;Trump 2016 Hillary is a lying old bag.;;
;563;28.02.2016;itsme_terrylee@yahoo.com Moore;Hillary the traitor, the criminal, the thief...yea, what a dumb bunch of American's.;;
;564;27.02.2016;seb o;If Trump becomes President then you may aswell elect Honey BooBoo as vice  president.;Jim Johansen;Trump is the only real candidate. Disappointing that the RT gang chooses to support these two nutcases. Bernie is a tired old Marxist bum and Hillary is a psychotic, evil witch. more...
;565;27.02.2016;Alexa Beara;Killary... she is such a hypocrite. Her lips are smiling but her eyes reveals - ice. I don't like her at  all;;
;566;27.02.2016;Aubrey Garrett;When reporting the delegates the media always add in the ''bought and paid for'' super delegates. Report the pledged delegates and suddenly you are looking at a dead heat. The total numbers of the first three states? Sander has about 60% to Clinton's 40%. The super delegates can leave Clinton if the scandals keep building.;;
;567;27.02.2016;Rose McLoughlin;People have voted white for over 200 years.  Is THAT racist?;;
;568;27.02.2016;Horacio Curletto;I agree about Hillary, but Bernie doesn't look tired and his is not a Marxist, just a socialist (is a different thing).;Jim Johansen;Trump is the only real candidate. Disappointing that the RT gang chooses to support these two nutcases. Bernie is a tired old Marxist bum and Hillary is a psychotic, evil witch. more...
;569;27.02.2016;Jim Johansen;Trump is the only real candidate. Disappointing that the RT gang chooses to support these two nutcases. Bernie is a tired old Marxist bum and Hillary is a psychotic, evil witch.;;
;570;27.02.2016;Pigeater;"The most annoying thing about Killary Klingon is that Democratic Party owned media like CNNare trying to portrait her like ""White Mother of All Blackies and Jews""...No mention that Bernie is a Jew who was arrested for protesting against Apartheid in USA long ago - at times when  Killary was ironing Ku Klux Klan uniform of her father :)";;
;571;27.02.2016;YuriVIvanovich;The people have seen what Hillary is all about.  It's time to give Bernie a chance.;;
;572;27.02.2016;YuriVIvanovich;It's that being racist?  Voting for a candidate because of color.;Kung Fury;Black voters in SC voted for Obama just because he's black. Several black voters in SC were asked why they were supporting Hillary, and they answered that it's time for a woman. When asked if they would consider supporting Sanders, they responded they didn't want to think about it, and were just going to stay with Hillary. How sad is it when voters are supporting a candidate based on race or gender. more...
;573;27.02.2016;Vince Vega;"""they responded they didn't want to think about it""Nicely zombified. Perhaps to think is too difficult for them. And the establishment prefers it this way.";Kung Fury;Black voters in SC voted for Obama just because he's black. Several black voters in SC were asked why they were supporting Hillary, and they answered that it's time for a woman. When asked if they would consider supporting Sanders, they responded they didn't want to think about it, and were just going to stay with Hillary. How sad is it when voters are supporting a candidate based on race or gender. more...
;574;27.02.2016;Kung Fury;Black voters in SC voted for Obama just because he's black. Several black voters in SC were asked why they were supporting Hillary, and they answered that it's time for a woman. When asked if they would consider supporting Sanders, they responded they didn't want to think about it, and were just going to stay with Hillary. How sad is it when voters are supporting a candidate based on race or gender.;;
;575;27.02.2016;Pigeater;Billy Duck Klingon , his wife Killary Klingon and their child Barack Hussein Klingon are born on planet Wallstreet with sponsorship of George Soros :));;
